"nameWithOwner","stars__totalCount","createdAt","contributors","metrics__metric","metrics__value","metrics__bestValue"
"","","","","complexity","94",""
"","","","","lines","1404",""
"","","","","comment_lines_density","6.7","False"
"","","","","statements","200",""
"","","","","sqale_rating","1.0","True"
"","","","","ncloc","1117",""
"","","","","code_smells","4","False"
"WindSekirun/RichUtilsKt","149","2017-05-30T08:56:18Z","2","statements","2174",""
"","","","","code_smells","931","False"
"","","","","comment_lines","2027",""
"","","","","ncloc","29895",""
"","","","","files","776",""
"","","","","functions","310",""
"","","","","sqale_rating","1.0","True"
"","","","","ncloc_language_distribution","css=226;java=114;kotlin=7252;web=21350;xml=953",""
"","","","","comment_lines_density","6.3","False"
"","","","","lines","32176",""
"","","","","complexity","1329",""
"","","","","violations","1553","False"
"Streetwalrus/android_usb_msd","149","2017-01-07T13:41:02Z","5","code_smells","5","False"
"","","","","files","22",""
"","","","","sqale_rating","1.0","True"
"","","","","comment_lines","43",""
"","","","","functions","28",""
"","","","","violations","5","False"
"","","","","statements","159",""
"","","","","lines","802",""
"","","","","ncloc","633",""
"","","","","comment_lines_density","6.4","False"
"","","","","complexity","64",""
"","","","","ncloc_language_distribution","java=115;kotlin=278;xml=240",""
"Leeeyou/RsKotlin","149","2016-05-10T02:44:51Z","1","ncloc_language_distribution","java=1539;kotlin=2600;xml=1734",""
"","","","","functions","541",""
"","","","","lines","7275",""
"","","","","statements","1401",""
"","","","","comment_lines_density","4.7","False"
"","","","","violations","121","False"
"","","","","code_smells","119","False"
"","","","","comment_lines","292",""
"","","","","files","139",""
"","","","","complexity","713",""
"","","","","ncloc","5873",""
"","","","","sqale_rating","1.0","True"
"MehdiK/Humanizer.jvm","149","2014-04-16T06:16:39Z","8","ncloc_language_distribution","kotlin=1881;xml=292",""
"","","","","lines","3003",""
"","","","","files","47",""
"","","","","ncloc","2173",""
"","","","","statements","572",""
"","","","","sqale_rating","1.0","True"
"","","","","comment_lines","48",""
"","","","","comment_lines_density","2.2","False"
"","","","","functions","29",""
"","","","","code_smells","29","False"
"","","","","violations","29","False"
"","","","","complexity","123",""
"vanniktech/lint-rules","148","2016-12-26T12:41:41Z","6","functions","431",""
"","","","","lines","8299",""
"","","","","files","90",""
"","","","","violations","30","False"
"","","","","ncloc","7453",""
"","","","","comment_lines","41",""
"","","","","complexity","567",""
"","","","","sqale_rating","1.0","True"
"","","","","statements","757",""
"","","","","ncloc_language_distribution","kotlin=7451;xml=2",""
"","","","","code_smells","30","False"
"","","","","comment_lines_density","0.5","False"
"ovy9086/android-mvvm-rx","148","2017-08-03T17:16:21Z","1","statements","70",""
"","","","","complexity","27",""
"","","","","violations","5","False"
"","","","","code_smells","5","False"
"","","","","sqale_rating","1.0","True"
"","","","","ncloc_language_distribution","java=15;kotlin=273;xml=212",""
"","","","","ncloc","500",""
"","","","","functions","23",""
"","","","","lines","613",""
"","","","","files","29",""
"","","","","comment_lines_density","2.7","False"
"","","","","comment_lines","14",""
"JetBrains/kotlin-eclipse","148","2013-03-03T22:03:00Z","26","statements","12801",""
"","","","","ncloc","41407",""
"","","","","complexity","7177",""
"","","","","code_smells","726","False"
"","","","","files","1211",""
"","","","","ncloc_language_distribution","java=18310;kotlin=20893;xml=2204",""
"","","","","comment_lines","3099",""
"","","","","lines","56531",""
"","","","","functions","4261",""
"","","","","comment_lines_density","7.0","False"
"","","","","violations","753","False"
"","","","","sqale_rating","1.0","True"
"wangzailfm/GenerateFindViewById","147","2016-11-22T04:55:21Z","1","files","18",""
"","","","","comment_lines","853",""
"","","","","comment_lines_density","23.6","False"
"","","","","code_smells","23","False"
"","","","","functions","60",""
"","","","","statements","1115",""
"","","","","sqale_rating","1.0","True"
"","","","","ncloc","2759",""
"","","","","complexity","414",""
"","","","","lines","3222",""
"","","","","violations","23","False"
"","","","","ncloc_language_distribution","kotlin=2717;xml=42",""
"nekocode/JarFilterPlugin","147","2018-04-22T09:09:25Z","1","comment_lines_density","21.6","False"
"","","","","code_smells","25","False"
"","","","","ncloc","1144",""
"","","","","comment_lines","316",""
"","","","","complexity","127",""
"","","","","lines","1712",""
"","","","","violations","25","False"
"","","","","functions","72",""
"","","","","statements","270",""
"","","","","files","20",""
"","","","","sqale_rating","1.0","True"
"","","","","ncloc_language_distribution","java=309;kotlin=537;xml=298",""
"zhudongya123/WechatChatRoomHelper","147","2017-07-02T10:04:59Z","2","ncloc_language_distribution","java=3289;kotlin=4669;xml=524",""
"","","","","lines","12129",""
"","","","","violations","182","False"
"","","","","statements","3782",""
"","","","","files","92",""
"","","","","complexity","1500",""
"","","","","sqale_rating","1.0","True"
"","","","","functions","626",""
"","","","","code_smells","173","False"
"","","","","comment_lines_density","10.2","False"
"","","","","comment_lines","963",""
"","","","","ncloc","8482",""
"Fondesa/KPermissions","147","2018-01-05T18:07:15Z","1","ncloc_language_distribution","kotlin=2436;xml=98",""
"","","","","complexity","163",""
"","","","","lines","3899",""
"","","","","comment_lines","1386",""
"","","","","functions","140",""
"","","","","ncloc","2534",""
"","","","","violations","0","True"
"","","","","code_smells","0","True"
"","","","","comment_lines_density","35.4","False"
"","","","","sqale_rating","1.0","True"
"","","","","files","55",""
"","","","","statements","707",""
"juanchosaravia/Keddit","147","2016-01-22T01:23:47Z","2","complexity","94",""
"","","","","code_smells","5","False"
"","","","","comment_lines","55",""
"","","","","lines","1148",""
"","","","","violations","5","False"
"","","","","statements","268",""
"","","","","ncloc","920",""
"","","","","files","35",""
"","","","","functions","48",""
"","","","","ncloc_language_distribution","java=43;kotlin=698;xml=179",""
"","","","","comment_lines_density","5.6","False"
"","","","","sqale_rating","1.0","True"
"kaushikgopal/movies-usf","146","2018-09-21T04:03:08Z","1","sqale_rating","1.0","True"
"","","","","lines","1252",""
"","","","","files","28",""
"","","","","ncloc_language_distribution","kotlin=725;xml=318",""
"","","","","statements","221",""
"","","","","ncloc","1043",""
"","","","","comment_lines_density","3.6","False"
"","","","","functions","30",""
"","","","","complexity","45",""
"","","","","comment_lines","39",""
"","","","","violations","8","False"
"","","","","code_smells","8","False"
"Vuksa/RuntimePermissionsExtended","146","2017-05-26T17:20:48Z","2","comment_lines","55",""
"","","","","sqale_rating","1.0","True"
"","","","","violations","5","False"
"","","","","statements","117",""
"","","","","comment_lines_density","8.0","False"
"","","","","code_smells","5","False"
"","","","","files","20",""
"","","","","ncloc","635",""
"","","","","ncloc_language_distribution","java=22;kotlin=442;xml=171",""
"","","","","lines","816",""
"","","","","functions","29",""
"","","","","complexity","58",""
"V1sk/VettelGank","145","2019-03-05T06:45:40Z","1","violations","11","False"
"","","","","functions","145",""
"","","","","sqale_rating","1.0","True"
"","","","","comment_lines_density","5.2","False"
"","","","","complexity","240",""
"","","","","comment_lines","155",""
"","","","","files","96",""
"","","","","code_smells","11","False"
"","","","","lines","3575",""
"","","","","statements","567",""
"","","","","ncloc","2834",""
"","","","","ncloc_language_distribution","kotlin=2000;xml=834",""
"Hariofspades/MotionLayoutExperiments","145","2018-09-06T04:33:37Z","2","functions","41",""
"","","","","complexity","45",""
"","","","","lines","3392",""
"","","","","files","99",""
"","","","","statements","93",""
"","","","","sqale_rating","1.0","True"
"","","","","ncloc_language_distribution","kotlin=461;xml=2591",""
"","","","","code_smells","11","False"
"","","","","ncloc","3052",""
"","","","","violations","11","False"
"","","","","comment_lines","45",""
"","","","","comment_lines_density","1.5","False"
"shadowsocks/v2ray-plugin-android","145","2019-01-11T01:45:46Z","2","ncloc","416",""
"","","","","comment_lines_density","15.6","False"
"","","","","complexity","29",""
"","","","","files","11",""
"","","","","statements","94",""
"","","","","lines","454",""
"","","","","ncloc_language_distribution","kotlin=278;xml=138",""
"","","","","functions","16",""
"","","","","comment_lines","77",""
"","","","","code_smells","2","False"
"","","","","violations","2","False"
"","","","","sqale_rating","1.0","True"
"donfuxx/Mockinizer","145","2019-08-01T19:04:30Z","1","functions","19",""
"","","","","statements","117",""
"","","","","lines","596",""
"","","","","ncloc","483",""
"","","","","comment_lines","40",""
"","","","","violations","12","False"
"","","","","code_smells","12","False"
"","","","","files","18",""
"","","","","ncloc_language_distribution","kotlin=413;xml=70",""
"","","","","sqale_rating","1.0","True"
"","","","","comment_lines_density","7.6","False"
"","","","","complexity","21",""
"steelkiwi/SlidingSquareLoaderView","145","2017-06-15T13:33:20Z","1","ncloc_language_distribution","kotlin=556;xml=148",""
"","","","","comment_lines_density","9.5","False"
"","","","","sqale_rating","1.0","True"
"","","","","lines","863",""
"","","","","ncloc","704",""
"","","","","statements","248",""
"","","","","functions","63",""
"","","","","code_smells","4","False"
"","","","","comment_lines","74",""
"","","","","complexity","93",""
"","","","","violations","4","False"
"","","","","files","25",""
"marukami/RxKotlin-Android-Samples","145","2016-01-02T08:25:48Z","1","violations","43","False"
"","","","","ncloc","2309",""
"","","","","sqale_rating","1.0","True"
"","","","","comment_lines","163",""
"","","","","ncloc_language_distribution","java=8;kotlin=2173;xml=128",""
"","","","","functions","122",""
"","","","","comment_lines_density","6.6","False"
"","","","","code_smells","43","False"
"","","","","lines","2833",""
"","","","","files","39",""
"","","","","statements","847",""
"","","","","complexity","160",""
"jaychang0917/SimpleApiClient","145","2017-09-30T13:07:25Z","3","ncloc","1064",""
"","","","","sqale_rating","1.0","True"
"","","","","functions","54",""
"","","","","complexity","145",""
"","","","","ncloc_language_distribution","java=8;kotlin=996;xml=60",""
"","","","","comment_lines_density","1.2","False"
"","","","","lines","1273",""
"","","","","comment_lines","13",""
"","","","","violations","7","False"
"","","","","statements","365",""
"","","","","code_smells","7","False"
"","","","","files","36",""
"MatrixDev/Roomigrant","145","2018-07-15T18:35:14Z","1","ncloc_language_distribution","kotlin=851;xml=240",""
"","","","","statements","236",""
"","","","","complexity","101",""
"","","","","violations","16","False"
"","","","","comment_lines","117",""
"","","","","code_smells","16","False"
"","","","","ncloc","1091",""
"","","","","files","42",""
"","","","","functions","41",""
"","","","","comment_lines_density","9.7","False"
"","","","","lines","1319",""
"","","","","sqale_rating","1.0","True"
"ohmerhe/Kolley","144","2016-04-11T04:02:36Z","2","ncloc","3117",""
"","","","","comment_lines","634",""
"","","","","code_smells","461","False"
"","","","","files","29",""
"","","","","lines","5074",""
"","","","","comment_lines_density","16.9","False"
"","","","","sqale_rating","2.0","False"
"","","","","violations","461","False"
"","","","","statements","1518",""
"","","","","functions","147",""
"","","","","complexity","228",""
"","","","","ncloc_language_distribution","java=274;kotlin=2753;xml=90",""
"MojRoid/memes","144","2017-12-30T18:05:08Z","1","ncloc","1594",""
"","","","","files","66",""
"","","","","statements","262",""
"","","","","violations","14","False"
"","","","","lines","2067",""
"","","","","comment_lines","63",""
"","","","","comment_lines_density","3.8","False"
"","","","","code_smells","14","False"
"","","","","sqale_rating","1.0","True"
"","","","","ncloc_language_distribution","kotlin=1218;xml=376",""
"","","","","functions","121",""
"","","","","complexity","140",""
"steelkiwi/Getting-started-with-Kotlin","144","2016-11-15T11:31:30Z","1","complexity","30",""
"","","","","code_smells","1","False"
